song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
Сметана band Очки-сердечки.wav,161.4990234375,207147,1278.6851851851852,0.4314662,0.28883535,0.08342585,0.43591902,0.26071,0.0679697,0.24868399,0.1465933,0.021489596,17.561626,112.88728,12743.538,7.031367,34.605537,1197.5432,0.01260016,1.8297409,3.347952,0.27309602,0.09634722,0.009282786,2319.333137458078,767.0842158965612,588418.1942776421,2249.539855415495,629.3688952944184,396105.2063641165,21.129443163962524,7.240512852279143,52.42502636401945,4747.921289969524,1681.5922904421443,2827752.631274457,3.825869473819046,4.4671521776827285,19.95544857857554,0.0030743600446037933,0.12072293660562734,0.01457402742268632,0.11002314422890867,0.04176133078464401,0.0017440087489044554,-2.0673835e-06,0.20846179,0.043456316,-0.00014894937,0.116873346,0.0136593785,2.4613151927437635,1.2014615759997795,1.4435099186038738
